transaction_id,date,product,region,channel,units,unit_price_gbp,discount_pct,inventory_on_hand,lead_time_days,customer_satisfaction,delivery_delay_days,gross_revenue_gbp,net_revenue_gbp,cost_gbp,profit_gbp
TXN-005023,2024-04-15,Enterprise,UK,Online,2,245,0.053,119,2.0,3.45,0.0,490,464.03,250.13,213.9
TXN-005024,2026-01-19,Premium,UK,Direct,1,125,0.03,273,8.0,4.57,4.0,125,121.25,79.0,42.25
TXN-005025,2025-01-03,Enterprise,UAE,Partner,3,245,0.001,195,11.0,3.23,0.0,735,734.26,354.88,379.38
TXN-005026,2024-11-28,Core,India,Online,1,45,0.105,277,12.0,4.6,0.0,45,40.28,20.73,19.55
TXN-005027,2025-01-20,Plus,UAE,Partner,2,75,0.032,130,31.0,4.05,3.0,150,145.2,63.53,81.67
TXN-005028,2025-06-11,Enterprise,US,Direct,4,245,0.019,64,26.0,4.13,-0.0,980,961.38,633.21,328.17
TXN-005029,2026-03-09,Enterprise,US,Partner,5,245,0.116,272,15.0,4.91,6.0,1225,1082.9,663.63,419.27
TXN-005030,2024-09-08,Core,India,Online,4,45,0.055,318,9.0,3.77,0.0,180,170.1,76.88,93.22
TXN-005031,2024-07-17,Plus,UK,Direct,3,75,0.042,66,8.0,4.05,2.0,225,215.55,101.88,113.67
TXN-005032,2024-12-16,Plus,India,Partner,4,75,0.059,255,14.0,3.34,2.0,300,282.3,142.18,140.12
TXN-005033,2024-08-18,Enterprise,UK,Online,5,245,0.127,31,21.0,3.5,0.0,1225,1069.42,530.41,539.01
TXN-005034,2025-03-11,Plus,US,Direct,4,75,0.084,162,30.0,4.26,2.0,300,274.8,128.26,146.54
TXN-005035,2026-02-23,Premium,India,Partner,3,125,0.024,209,28.0,3.32,2.0,375,366.0,217.97,148.03
TXN-005036,2024-10-14,Plus,Germany,Direct,8,75,0.036,196,27.0,3.94,2.0,600,578.4,277.68,300.72
TXN-005037,2024-04-18,Enterprise,UAE,Online,3,245,0.114,243,21.0,3.72,0.0,735,651.21,395.82,255.39
TXN-005038,2024-12-03,Enterprise,Germany,Partner,4,245,0.116,155,5.0,3.31,1.0,980,866.32,518.53,347.79
TXN-005039,2025-09-15,Core,UK,Online,1,45,0.104,44,21.0,4.98,0.0,45,40.32,17.82,22.5
TXN-005040,2026-03-03,Premium,UK,Direct,4,125,0.057,317,4.0,3.89,4.0,500,471.5,248.85,222.65
TXN-005041,2026-04-29,Premium,Germany,Online,2,125,0.068,157,16.0,,3.0,250,233.0,101.04,131.96
TXN-005042,2024-07-07,Plus,UK,Direct,2,75,0.127,19,19.0,2.91,5.0,150,130.95,76.64,54.31
TXN-005043,2024-07-13,Plus,India,Online,5,75,0.059,114,24.0,4.02,4.0,375,352.88,189.79,163.09
TXN-005044,2025-03-17,Plus,India,Direct,1,75,0.048,86,27.0,2.98,2.0,75,71.4,30.73,40.67
TXN-005045,2026-04-15,Enterprise,UK,Online,4,245,0.001,191,17.0,4.44,3.0,980,979.02,432.83,546.19
TXN-005046,2025-03-30,Premium,US,Online,4,125,0.026,96,28.0,4.01,3.0,500,487.0,302.45,184.55
TXN-005047,2024-12-01,Premium,UAE,Online,4,125,0.014,296,16.0,3.9,1.0,500,493.0,275.09,217.91
TXN-005048,2024-01-16,Core,US,Partner,4,45,0.065,111,9.0,4.41,0.0,180,168.3,105.48,62.82
TXN-005049,2026-02-27,Plus,UAE,Direct,3,75,0.025,198,19.0,3.88,0.0,225,219.38,122.26,97.12
TXN-005050,2025-09-18,Plus,Germany,Direct,1,75,0.001,88,17.0,4.39,0.0,75,74.92,48.87,26.05
TXN-005051,2024-07-21,Plus,US,Direct,2,75,0.01,254,33.0,4.01,0.0,150,148.5,94.74,53.76
TXN-005052,2025-01-30,Core,Germany,Direct,4,45,0.053,60,9.0,4.83,2.0,180,170.46,76.64,93.82
TXN-005053,2024-11-01,Core,India,Online,2,45,0.024,55,15.0,3.83,2.0,90,87.84,57.88,29.96
TXN-005054,2024-01-01,Plus,UK,Partner,2,75,0.021,96,5.0,3.38,-0.0,150,146.85,65.38,81.47
TXN-005055,2025-06-08,Plus,Germany,Direct,4,75,0.029,208,27.0,4.0,1.0,300,291.3,185.18,106.12
TXN-005056,2025-05-24,Core,Germany,Direct,4,45,0.025,128,34.0,4.17,4.0,180,175.5,109.66,65.84
TXN-005057,2026-03-31,Plus,India,Direct,4,75,0.045,171,19.0,3.79,-0.0,300,286.5,161.28,125.22
TXN-005058,2024-10-19,Enterprise,India,Online,2,245,0.123,15,26.0,4.29,1.0,490,429.73,197.46,232.27
TXN-005059,2024-03-05,Enterprise,India,Online,2,245,0.019,143,26.0,4.64,3.0,490,480.69,265.54,215.15
TXN-005060,2026-04-02,Core,US,Online,3,45,0.024,10,27.0,4.61,-0.0,135,131.76,66.49,65.27
TXN-005061,2024-02-22,Core,India,Partner,2,45,0.005,158,9.0,4.33,4.0,90,89.55,50.58,38.97
TXN-005062,2025-07-27,Core,UAE,Partner,4,45,0.025,156,29.0,4.22,1.0,180,175.5,87.29,88.21
TXN-005063,2024-02-03,Plus,Germany,Partner,4,75,0.052,91,15.0,4.18,3.0,300,284.4,131.93,152.47
TXN-005064,2024-03-20,Plus,UAE,Direct,6,75,0.011,107,18.0,4.35,0.0,450,445.05,201.29,243.76
TXN-005065,2024-08-13,Premium,UAE,Online,2,125,0.087,124,29.0,3.59,6.0,250,228.25,137.52,90.73
TXN-005066,2026-04-20,Core,Germany,Direct,5,45,0.036,185,11.0,4.16,1.0,225,216.9,105.23,111.67
TXN-005067,2024-06-13,Premium,UK,Online,3,125,0.072,36,5.0,4.14,0.0,375,348.0,184.49,163.51
TXN-005068,2026-06-10,Plus,UK,Partner,1,75,0.028,118,27.0,3.39,1.0,75,72.9,37.3,35.6
TXN-005069,2024-07-12,Core,US,Online,3,45,0.031,282,19.0,4.17,0.0,135,130.82,83.62,47.2
TXN-005070,2024-04-16,Core,India,Direct,4,45,0.065,184,10.0,4.48,0.0,180,168.3,81.19,87.11
TXN-005071,2024-07-15,Core,UAE,Partner,1,45,0.093,185,23.0,3.38,0.0,45,40.82,20.29,20.53
TXN-005072,2025-11-20,Plus,UAE,Direct,6,75,0.026,302,28.0,2.92,0.0,450,438.3,268.01,170.29
TXN-005073,2025-01-07,Enterprise,US,Direct,4,245,0.026,202,4.0,3.54,0.0,980,954.52,486.47,468.05
TXN-005074,2025-12-21,Plus,India,Online,5,75,0.006,209,16.0,3.74,5.0,375,372.75,241.91,130.84
TXN-005075,2026-07-20,Plus,UK,Online,3,75,0.055,280,28.0,4.1,2.0,225,212.62,129.3,83.32
TXN-005076,2026-02-08,Plus,Germany,Direct,1,75,0.049,80,3.0,3.98,0.0,75,71.32,32.9,38.42
TXN-005077,2025-10-26,Enterprise,India,Direct,1,245,0.092,260,17.0,3.67,1.0,245,222.46,106.75,115.71
TXN-005078,2025-10-24,Core,UK,Online,2,45,0.01,319,12.0,4.78,1.0,90,89.1,54.88,34.22
TXN-005079,2025-01-31,Plus,UK,Partner,6,75,0.004,278,14.0,4.09,3.0,450,448.2,270.8,177.4
TXN-005080,2024-06-07,Premium,UK,Direct,5,125,0.063,46,17.0,3.38,4.0,625,585.62,316.33,269.29
TXN-005081,2026-01-20,Enterprise,India,Partner,1,245,0.046,223,27.0,3.53,0.0,245,233.73,107.15,126.58
TXN-005082,2025-10-23,Core,India,Online,2,45,0.067,96,34.0,3.08,1.0,90,83.97,45.66,38.31
TXN-005083,2026-07-11,Plus,Germany,Partner,6,75,0.055,138,2.0,2.84,4.0,450,425.25,282.16,143.09
TXN-005084,2026-05-05,Plus,India,Direct,4,75,0.119,196,15.0,3.03,3.0,300,264.3,140.27,124.03
TXN-005085,2024-03-27,Core,UK,Partner,2,45,0.016,59,21.0,4.37,1.0,90,88.56,55.26,33.3
TXN-005086,2026-05-14,Plus,UK,Direct,1,75,0.084,169,10.0,4.11,0.0,75,68.7,41.57,27.13
TXN-005087,2024-02-07,Core,India,Direct,2,45,0.178,52,21.0,5.0,4.0,90,73.98,37.11,36.87
TXN-005088,2024-03-18,Premium,UAE,Online,2,125,0.184,131,7.0,4.07,2.0,250,204.0,131.02,72.98
TXN-005089,2026-02-18,Premium,US,Direct,2,125,0.012,13,31.0,4.24,2.0,250,247.0,158.29,88.71
TXN-005090,2026-07-28,Premium,UAE,Direct,3,125,0.018,49,26.0,2.85,1.0,375,368.25,160.49,207.76
TXN-005091,2026-03-13,Enterprise,UK,Direct,4,245,0.015,190,5.0,4.73,0.0,980,965.3,544.27,421.03
TXN-005092,2025-09-15,Plus,UK,Partner,3,75,0.02,184,27.0,3.61,5.0,225,220.5,126.46,94.04
TXN-005093,2026-04-24,Enterprise,Germany,Online,2,245,0.039,180,25.0,3.74,-0.0,490,470.89,256.76,214.13
TXN-005094,2024-11-13,Plus,US,Direct,4,75,0.037,116,26.0,3.97,0.0,300,288.9,128.98,159.92
TXN-005095,2024-10-13,Core,US,Online,1,45,0.163,106,28.0,4.39,2.0,45,37.66,22.88,14.78
TXN-005096,2024-04-13,Enterprise,UK,Online,6,245,0.121,125,6.0,4.22,4.0,1470,1292.13,631.71,660.42
TXN-005097,2025-07-22,Enterprise,Germany,Online,3,245,0.036,307,19.0,4.39,0.0,735,708.54,429.33,279.21
TXN-005098,2026-02-12,Core,UAE,Direct,3,45,0.031,97,6.0,3.76,0.0,135,130.82,68.99,61.83
TXN-005099,2024-11-12,Core,UAE,Online,5,45,0.039,267,5.0,3.5,0.0,225,216.22,144.09,72.13
TXN-005100,2024-07-06,Plus,UK,Direct,3,75,0.019,266,9.0,4.23,2.0,225,220.72,124.4,96.32
TXN-005101,2024-05-11,Premium,Germany,Online,3,125,0.002,315,6.0,2.63,0.0,375,374.25,234.9,139.35
TXN-005102,2025-03-31,Plus,US,Online,4,75,0.082,47,12.0,2.67,3.0,300,275.4,123.04,152.36
TXN-005103,2026-02-03,Core,UK,Partner,4,45,0.022,55,26.0,3.71,3.0,180,176.04,94.09,81.95
TXN-005104,2024-09-30,Premium,Germany,Direct,1,125,0.041,136,24.0,3.02,1.0,125,119.88,78.26,41.62
TXN-005105,2024-08-17,Core,India,Partner,3,45,0.001,218,24.0,4.47,1.0,135,134.86,67.12,67.74
TXN-005106,2025-01-15,Core,US,Online,4,45,0.109,205,20.0,5.0,1.0,180,160.38,85.68,74.7
TXN-005107,2025-01-26,Plus,Germany,Online,3,75,0.066,108,29.0,4.76,4.0,225,210.15,90.79,119.36
TXN-005108,2024-12-01,Plus,US,Online,4,75,0.016,303,17.0,4.6,4.0,300,295.2,170.48,124.72
TXN-005109,2025-04-21,Premium,India,Direct,7,125,0.073,195,24.0,3.62,4.0,875,811.12,467.16,343.96
TXN-005110,2025-03-01,Premium,India,Online,5,125,0.026,30,28.0,4.43,2.0,625,608.75,298.75,310.0
TXN-005111,2026-06-12,Plus,Germany,Online,4,75,0.036,162,2.0,4.49,4.0,300,289.2,143.94,145.26
TXN-005112,2024-04-11,Enterprise,UK,Online,4,245,0.047,57,3.0,1.99,0.0,980,933.94,528.81,405.13
TXN-005113,2026-07-02,Core,India,Online,3,45,0.071,300,34.0,4.59,0.0,135,125.42,61.63,63.79
TXN-005114,2026-01-30,Enterprise,UK,Online,3,245,0.05,62,6.0,4.06,1.0,735,698.25,399.99,298.26
TXN-005115,2025-05-08,Plus,Germany,Direct,3,75,0.012,180,10.0,3.47,0.0,225,222.3,123.95,98.35
TXN-005116,2026-07-02,Enterprise,UK,Direct,3,245,0.017,257,27.0,4.33,0.0,735,722.5,403.09,319.41
TXN-005117,2026-07-25,Plus,UAE,Partner,4,75,0.062,12,27.0,3.65,4.0,300,281.4,138.42,142.98
TXN-005118,2026-02-06,Enterprise,UK,Direct,3,245,0.029,201,34.0,4.21,2.0,735,713.68,352.62,361.06
TXN-005119,2026-03-01,Plus,US,Direct,4,75,0.037,289,11.0,4.32,3.0,300,288.9,189.84,99.06
TXN-005120,2024-03-12,Plus,UK,Direct,2,75,0.004,253,25.0,5.0,0.0,150,149.4,83.23,66.17
TXN-005121,2025-05-15,Premium,India,Online,2,125,0.075,266,11.0,4.0,2.0,250,231.25,150.63,80.62
TXN-005122,2026-07-09,Enterprise,UK,Online,3,245,0.115,231,3.0,4.33,0.0,735,650.48,386.11,264.37
TXN-005123,2024-10-09,Core,US,Direct,2,45,0.043,302,26.0,4.2,3.0,90,86.13,52.09,34.04
TXN-005124,2026-07-27,Premium,UK,Partner,3,125,0.02,121,33.0,3.83,0.0,375,367.5,218.74,148.76
TXN-005125,2025-07-07,Premium,US,Partner,4,125,0.032,75,25.0,4.13,2.0,500,484.0,300.22,183.78
TXN-005126,2026-01-14,Enterprise,Germany,Partner,3,245,0.027,94,3.0,4.41,2.0,735,715.16,345.06,370.1
TXN-005127,2026-05-22,Plus,UK,Partner,1,75,0.003,118,32.0,3.77,2.0,75,74.78,41.38,33.4
TXN-005128,2025-11-19,Enterprise,UAE,Online,6,245,0.022,136,13.0,4.15,5.0,1470,1437.66,755.25,682.41
TXN-005129,2024-09-21,Plus,India,Online,2,75,0.102,91,32.0,4.06,5.0,150,134.7,80.12,54.58
TXN-005130,2026-03-02,Premium,UAE,Direct,1,125,0.143,264,34.0,4.19,2.0,125,107.12,65.08,42.04
TXN-005131,2025-07-06,Plus,India,Direct,4,75,0.016,44,25.0,4.26,3.0,300,295.2,152.99,142.21
TXN-005132,2025-01-10,Plus,India,Online,2,75,0.151,121,7.0,3.07,2.0,150,127.35,75.55,51.8
TXN-005133,2025-06-17,Core,Germany,Online,1,45,0.055,125,15.0,3.68,1.0,45,42.52,27.77,14.75
TXN-005134,2024-01-23,Core,Germany,Online,4,45,0.035,83,16.0,3.49,2.0,180,173.7,79.7,94.0
TXN-005135,2025-10-13,Enterprise,India,Direct,4,245,0.012,29,20.0,4.2,6.0,980,968.24,494.91,473.33
TXN-005136,2024-05-20,Plus,India,Direct,4,75,0.075,78,20.0,4.02,0.0,300,277.5,142.77,134.73
TXN-005137,2025-04-05,Enterprise,India,Online,2,245,0.008,154,9.0,4.6,0.0,490,486.08,325.48,160.6
TXN-005138,2026-04-10,Premium,Germany,Direct,6,125,0.083,174,29.0,3.76,1.0,750,687.75,398.9,288.85
TXN-005139,2026-01-07,Core,UK,Direct,3,45,0.058,100,15.0,2.84,1.0,135,127.17,76.38,50.79
TXN-005140,2025-01-13,Premium,UK,Direct,3,125,0.013,42,34.0,3.52,2.0,375,370.12,241.34,128.78
TXN-005141,2024-11-24,Plus,UK,Online,1,75,0.133,316,13.0,4.45,6.0,75,65.03,39.01,26.02
TXN-005142,2026-05-03,Enterprise,US,Direct,1,245,0.069,74,12.0,4.91,2.0,245,228.1,121.35,106.75
TXN-005143,2024-03-20,Premium,India,Direct,1,125,0.051,63,33.0,4.38,4.0,125,118.62,60.65,57.97
TXN-005144,2025-03-08,Premium,UAE,Online,6,125,0.021,259,20.0,3.21,5.0,750,734.25,384.74,349.51
TXN-005145,2024-04-28,Enterprise,US,Online,5,245,0.038,286,26.0,4.39,0.0,1225,1178.45,573.22,605.23
TXN-005146,2024-01-26,Premium,UK,Online,2,125,0.002,72,26.0,2.85,2.0,250,249.5,134.01,115.49
TXN-005147,2024-03-25,Premium,US,Online,1,125,0.115,260,7.0,3.84,3.0,125,110.62,66.2,44.42
TXN-005148,2026-02-09,Core,India,Online,3,45,0.047,155,3.0,3.45,0.0,135,128.66,69.68,58.98
TXN-005149,2026-03-01,Premium,Germany,Partner,1,125,0.115,36,29.0,3.05,5.0,125,110.62,58.17,52.45
TXN-005150,2024-07-05,Plus,US,Direct,4,75,0.115,279,10.0,3.96,3.0,300,265.5,125.89,139.61
TXN-005151,2024-05-15,Plus,Germany,Online,1,75,0.016,93,12.0,4.13,5.0,75,73.8,32.7,41.1
TXN-005152,2025-03-30,Plus,UAE,Online,5,75,0.013,120,27.0,5.0,0.0,375,370.12,195.01,175.11
TXN-005153,2025-04-27,Core,India,Online,4,45,0.012,1,11.0,3.96,2.0,180,177.84,103.17,74.67
TXN-005154,2025-05-13,Plus,Germany,Direct,5,75,0.022,27,4.0,4.13,0.0,375,366.75,187.35,179.4
TXN-005155,2024-01-27,Core,Germany,Online,2,45,0.063,182,12.0,3.79,1.0,90,84.33,44.29,40.04
TXN-005156,2024-08-28,Core,US,Partner,2,45,0.028,266,22.0,2.6,4.0,90,87.48,53.4,34.08
TXN-005157,2026-04-27,Plus,India,Direct,1,75,0.029,30,6.0,3.82,0.0,75,72.82,46.45,26.37
TXN-005158,2025-07-26,Plus,UK,Online,2,75,0.09,80,15.0,2.29,3.0,150,136.5,64.47,72.03
TXN-005159,2025-05-29,Plus,US,Direct,1,75,0.1,0,7.0,4.05,0.0,75,67.5,31.99,35.51
TXN-005160,2025-04-06,Core,Germany,Direct,2,45,0.064,161,26.0,2.39,1.0,90,84.24,48.36,35.88
TXN-005161,2025-10-17,Plus,Germany,Direct,3,75,0.046,100,2.0,4.85,0.0,225,214.65,137.77,76.88
TXN-005162,2024-11-16,Plus,India,Online,4,75,0.046,37,30.0,4.09,0.0,300,286.2,160.13,126.07
TXN-005163,2025-07-08,Core,US,Online,4,45,0.078,91,31.0,3.75,2.0,180,165.96,77.6,88.36
TXN-005164,2025-04-15,Core,UK,Online,5,45,0.083,304,30.0,3.91,0.0,225,206.32,110.2,96.12
TXN-005165,2024-03-08,Premium,India,Online,3,125,0.046,84,6.0,4.16,5.0,375,357.75,198.94,158.81
TXN-005166,2025-03-23,Plus,UAE,Online,5,75,0.02,314,22.0,3.73,2.0,375,367.5,202.21,165.29
TXN-005167,2024-06-24,Core,UAE,Online,3,45,0.074,268,34.0,5.0,0.0,135,125.01,71.57,53.44
TXN-005168,2025-06-30,Plus,US,Online,4,75,0.029,37,10.0,3.96,0.0,300,291.3,145.99,145.31
TXN-005169,2025-07-12,Premium,UAE,Online,1,125,0.024,154,32.0,4.54,1.0,125,122.0,69.05,52.95
TXN-005170,2025-09-04,Core,UAE,Partner,5,45,0.03,116,24.0,5.0,3.0,225,218.25,142.59,75.66
TXN-005171,2025-01-21,Plus,UAE,Direct,4,75,0.002,215,7.0,4.47,0.0,300,299.4,138.62,160.78
TXN-005172,2025-02-09,Premium,UK,Online,6,125,0.019,238,12.0,3.73,0.0,750,735.75,487.95,247.8
TXN-005173,2025-09-08,Premium,UK,Partner,4,125,0.05,177,23.0,4.17,3.0,500,475.0,302.17,172.83
TXN-005174,2024-10-05,Plus,UK,Online,3,75,0.022,46,34.0,4.02,4.0,225,220.05,132.69,87.36
TXN-005175,2025-09-29,Plus,India,Online,3,75,0.007,177,3.0,4.09,0.0,225,223.42,136.67,86.75
TXN-005176,2024-10-17,Premium,UK,Direct,7,125,0.011,210,32.0,4.0,3.0,875,865.38,462.33,403.05
TXN-005177,2025-05-24,Enterprise,India,Direct,5,245,0.068,97,23.0,3.63,-0.0,1225,1141.7,734.74,406.96
TXN-005178,2026-03-30,Plus,UK,Direct,1,75,0.01,179,24.0,4.24,3.0,75,74.25,36.73,37.52
TXN-005179,2024-04-05,Premium,UAE,Online,4,125,0.009,17,6.0,4.37,-0.0,500,495.5,260.29,235.21
TXN-005180,2025-03-14,Core,UK,Partner,3,45,0.047,29,25.0,4.68,6.0,135,128.66,59.16,69.5
TXN-005181,2025-09-22,Plus,UK,Direct,4,75,0.036,34,3.0,4.19,2.0,300,289.2,182.15,107.05
TXN-005182,2025-11-05,Core,India,Direct,5,45,0.038,38,34.0,2.7,0.0,225,216.45,119.53,96.92
TXN-005183,2025-02-16,Core,UK,Partner,1,45,0.039,299,3.0,4.5,2.0,45,43.24,20.91,22.33
TXN-005184,2025-02-10,Plus,India,Partner,4,75,0.033,266,30.0,4.67,0.0,300,290.1,129.05,161.05
TXN-005185,2024-08-21,Plus,India,Direct,2,75,0.056,241,28.0,4.24,4.0,150,141.6,76.6,65.0
TXN-005186,2025-11-26,Core,Germany,Direct,2,45,0.042,302,26.0,4.38,0.0,90,86.22,55.32,30.9
TXN-005187,2025-04-19,Plus,Germany,Partner,1,75,0.097,278,25.0,3.35,3.0,75,67.73,34.51,33.22
TXN-005188,2024-06-04,Core,UAE,Direct,3,45,0.056,135,27.0,3.49,-0.0,135,127.44,71.36,56.08
TXN-005189,2025-06-26,Premium,UK,Partner,7,125,0.035,297,30.0,4.45,0.0,875,844.38,369.39,474.99
TXN-005190,2025-04-30,Premium,UK,Online,5,125,0.035,107,28.0,4.12,3.0,625,603.12,276.73,326.39
TXN-005191,2026-01-25,Premium,UK,Partner,3,125,0.045,101,24.0,3.47,7.0,375,358.12,215.35,142.77
TXN-005192,2026-07-11,Enterprise,Germany,Online,2,245,0.121,119,28.0,4.27,4.0,490,430.71,277.89,152.82
TXN-005193,2024-04-30,Enterprise,UAE,Direct,1,245,0.089,36,2.0,2.75,0.0,245,223.2,132.5,90.7
TXN-005194,2024-03-02,Premium,Germany,Online,6,125,0.077,22,9.0,4.6,0.0,750,692.25,367.72,324.53
TXN-005195,2025-08-30,Core,UAE,Online,45,45,0.036,304,22.0,3.08,6.0,2025,1952.1,59.08,71.06
TXN-005196,2026-05-06,Enterprise,India,Direct,2,245,0.024,155,34.0,3.16,0.0,490,478.24,238.48,239.76
TXN-005197,2025-06-09,Premium,UK,Online,1,125,0.015,219,22.0,4.22,7.0,125,123.12,73.82,49.3
TXN-005198,2024-02-14,Core,Germany,Online,1,45,0.033,106,2.0,5.0,0.0,45,43.52,24.52,19.0
TXN-005199,2026-01-05,Plus,UK,Partner,6,75,0.023,240,26.0,3.75,0.0,450,439.65,259.18,180.47
TXN-005200,2025-10-22,Enterprise,US,Direct,4,245,0.003,34,20.0,3.8,5.0,980,977.06,619.19,357.87
TXN-005201,2026-04-14,Core,UK,Partner,5,45,0.099,193,21.0,3.94,3.0,225,202.72,92.95,109.77
TXN-005202,2025-04-30,Premium,UK,Online,1,125,0.045,279,29.0,2.82,1.0,125,119.38,59.24,60.14
TXN-005203,2024-04-30,Plus,US,Direct,2,75,0.024,123,33.0,3.83,1.0,150,146.4,97.72,48.68
TXN-005204,2026-07-22,Plus,UAE,Online,3,75,0.005,165,30.0,5.0,1.0,225,223.88,102.41,121.47
TXN-005205,2024-05-04,Core,UAE,Partner,3,45,0.033,22,10.0,3.25,1.0,135,130.54,72.2,58.34
TXN-005206,2024-12-16,Core,UK,Direct,5,45,0.006,51,17.0,3.4,3.0,225,223.65,131.67,91.98
TXN-005207,2025-01-26,Premium,UK,Partner,2,125,0.087,47,20.0,4.48,0.0,250,228.25,102.45,125.8
TXN-005208,2024-03-06,Core,UAE,Online,2,45,0.046,21,11.0,4.63,0.0,90,85.86,39.48,46.38
TXN-005209,2025-01-05,Premium,US,Online,3,125,0.09,237,18.0,3.08,0.0,375,341.25,179.77,161.48
TXN-005210,2026-02-16,Plus,Germany,Partner,4,75,0.03,100,29.0,3.93,10.0,300,291.0,166.13,124.87
TXN-005211,2024-02-24,Core,US,Online,5,45,0.131,98,33.0,3.49,3.0,225,195.52,115.09,80.43
TXN-005212,2025-05-15,Plus,UK,Partner,1,75,0.038,85,23.0,5.0,0.0,75,72.15,46.41,25.74
TXN-005213,2025-10-24,Plus,US,Online,4,75,0.032,121,16.0,3.99,1.0,300,290.4,153.0,137.4
TXN-005214,2024-11-16,Premium,Germany,Partner,9,125,0.062,106,14.0,4.7,0.0,1125,1055.25,704.67,350.58
TXN-005215,2026-07-26,Core,UK,Direct,3,45,0.04,315,19.0,3.48,4.0,135,129.6,85.74,43.86
TXN-005216,2026-07-22,Plus,UAE,Online,2,75,0.037,221,,3.76,4.0,150,144.45,75.62,68.83
TXN-005217,2026-01-17,Premium,Germany,Online,4,125,0.027,313,25.0,3.53,0.0,500,486.5,284.31,202.19
TXN-005218,2024-07-31,Plus,India,Partner,3,75,0.088,212,19.0,3.3,7.0,225,205.2,89.89,115.31
TXN-005219,2024-01-04,Plus,India,Online,1,75,0.013,3,3.0,2.99,0.0,75,74.03,46.36,27.67
TXN-005220,2025-08-02,Plus,India,Direct,6,75,0.011,198,20.0,4.76,4.0,450,445.05,236.69,208.36
TXN-005221,2025-09-19,Plus,UK,Online,4,75,0.008,272,11.0,3.37,0.0,300,297.6,148.98,148.62
TXN-005222,2026-01-19,Plus,US,Online,3,75,0.023,260,13.0,4.33,-0.0,225,219.82,105.85,113.97
TXN-005223,2026-04-30,Plus,UAE,Partner,8,75,0.017,69,17.0,2.83,4.0,600,589.8,266.0,323.8
TXN-005224,2025-03-30,Premium,India,Partner,5,125,0.041,284,34.0,4.29,0.0,625,599.38,322.75,276.63
TXN-005225,2025-08-20,Core,US,Partner,5,45,0.028,291,32.0,2.85,0.0,225,218.7,131.63,87.07
TXN-005226,2024-09-25,Premium,UK,Direct,2,125,0.043,170,23.0,3.67,4.0,250,239.25,110.25,129.0
TXN-005227,2026-03-03,Premium,US,Online,1,125,0.043,215,25.0,2.95,2.0,125,119.62,77.23,42.39
TXN-005228,2026-06-16,Core,UK,Direct,5,45,0.035,307,26.0,5.0,4.0,225,217.12,122.17,94.95
TXN-005229,2025-12-16,Enterprise,UAE,Direct,5,245,0.079,4,12.0,3.89,2.0,1225,1128.23,673.88,454.35
TXN-005230,2026-02-24,Plus,UK,Online,2,75,0.052,227,26.0,4.66,6.0,150,142.2,89.26,52.94
TXN-005231,2025-04-14,Premium,UAE,Direct,2,125,0.022,122,33.0,4.32,-0.0,250,244.5,143.57,100.93
TXN-005232,2026-03-05,Plus,UK,Partner,3,75,0.038,265,9.0,3.22,-0.0,225,216.45,119.19,97.26
TXN-005233,2024-10-14,Plus,UAE,Online,1,75,0.062,56,31.0,3.08,3.0,75,70.35,30.7,39.65
TXN-005234,2026-05-23,Plus,UAE,Direct,2,75,0.065,208,8.0,3.5,-0.0,150,140.25,90.9,49.35
TXN-005235,2025-06-20,Core,UK,Partner,3,45,0.039,301,27.0,4.66,0.0,135,129.73,83.4,46.33
TXN-005236,2024-04-14,Core,US,Online,7,45,0.067,124,3.0,3.28,1.0,315,293.9,131.65,162.25
TXN-005237,2024-08-18,Core,UK,Partner,1,45,0.084,197,5.0,5.0,4.0,45,41.22,21.28,19.94
TXN-005238,2026-06-27,Core,India,Online,4,45,0.043,40,16.0,2.99,3.0,180,172.26,86.47,85.79
TXN-005239,2026-05-16,Premium,UK,Online,1,125,0.01,58,19.0,4.1,3.0,125,123.75,58.6,65.15
TXN-005240,2025-04-10,Enterprise,UK,Direct,2,245,0.016,24,15.0,4.0,2.0,490,482.16,309.94,172.22
TXN-005241,2026-01-02,Premium,India,Online,3,125,0.075,156,23.0,3.69,0.0,375,346.88,182.03,164.85
TXN-005242,2026-01-30,Premium,UK,Direct,3,125,0.058,302,31.0,4.01,1.0,375,353.25,169.0,184.25
TXN-005243,2025-01-28,Plus,India,Direct,3,75,0.029,3,22.0,4.58,0.0,225,218.48,115.92,102.56
TXN-005244,2025-03-26,Premium,UK,Direct,2,125,0.167,313,24.0,4.14,0.0,250,208.25,110.28,97.97
TXN-005245,2025-03-27,Plus,UK,Partner,2,75,0.009,114,23.0,4.15,2.0,150,148.65,81.75,66.9
TXN-005246,2024-10-01,Enterprise,UK,Online,3,245,0.021,139,5.0,3.44,0.0,735,719.56,382.98,336.58
TXN-005247,2026-04-29,Plus,Germany,Partner,4,75,0.123,221,28.0,3.86,2.0,300,263.1,176.27,86.83
TXN-005248,2024-01-25,Core,India,Direct,3,45,0.064,195,15.0,2.34,2.0,135,126.36,67.19,59.17
TXN-005249,2025-06-26,Enterprise,UK,Partner,3,245,0.037,294,27.0,3.69,-0.0,735,707.8,450.84,256.96
TXN-005250,2024-01-11,Core,UK,Direct,1,45,0.074,3,31.0,4.63,1.0,45,41.67,25.99,15.68
